Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/08  23:00:00,1057.5396049,97.4147113599,662.220415985,0.0,34.9616554283,124.558693486,482.961921896,445.95438053,28.3233498048,8.68419156154
 01/08  24:00:00,1055.35411581,97.4147113599,659.124484961,0.0,34.9616554283,124.558693486,488.012131208,456.504134717,14.1616749024,17.3463215886
 01/09  01:00:00,1053.15747748,97.4147113599,658.169573391,0.0,46.0930336215,113.312780494,478.224120294,463.875261318,5.66466996096,8.68418901489
 01/09  02:00:00,1052.44293642,97.4147113599,657.553485042,0.0,46.0930336215,113.312780494,486.809190401,472.461023952,5.66466996096,8.6834964886
 01/09  03:00:00,1049.55689158,97.4147113599,655.075936126,0.0,46.0930336215,113.312780494,494.097506264,479.750001483,5.66466996096,8.68283482046
 01/09  04:00:00,1045.83672445,97.4147113599,651.724334817,0.0,46.0930336215,113.312780494,500.92419915,486.575358965,5.66466996096,8.68417022351
 01/09  05:00:00,1133.81455425,97.4147113599,649.551508031,0.0,100.150657288,148.969399434,494.296462895,471.28549928,5.66466996096,17.3462936539
 01/09  06:00:00,1131.98045723,97.4147113599,646.137367716,0.0,100.150657288,149.894399434,818.096341004,795.250513074,14.1616749024,8.68415302717
 01/09  07:00:00,1360.12669106,98.34605832,644.374618906,0.0,176.471037341,302.612436532,595.303639344,558.296825842,28.3233498048,8.68346369753
 01/09  08:00:00,1474.27533265,99.7568245241,648.230998462,0.0,243.2593065,310.10971186,568.141963311,508.188926095,42.4850247072,17.4680125087
 01/09  09:00:00,1515.4994893,100.612387701,646.600007296,0.0,243.2593065,310.10971186,548.915940796,474.742097708,56.6466996096,17.527143478
 01/09  10:00:00,1540.75401582,101.551043562,637.183313203,0.0,243.2593065,302.612436532,520.802876899,451.957305609,42.4850247072,26.3605465836
 01/09  11:00:00,1539.81141957,102.438613931,627.431929426,0.0,243.2593065,310.10971186,521.268563983,423.994881749,70.808374512,26.4653077224
 01/09  12:00:00,1531.7369047,103.172698853,617.027794033,0.0,243.2593065,310.10971186,512.593522605,406.448746166,70.808374512,35.3364019269
 01/09  13:00:00,1483.36859522,104.159158736,609.115930253,0.0,243.2593065,310.10971186,486.552664268,389.34233235,70.808374512,26.4019574055
 01/09  14:00:00,1512.55337513,105.186499633,603.621382169,0.0,243.2593065,302.612436532,447.552217637,364.402532842,56.6466996096,26.5029851849
 01/09  15:00:00,1510.03787994,106.332170065,599.660583075,0.0,243.2593065,302.612436532,408.07118027,339.119820711,42.4850247072,26.466334851
 01/09  16:00:00,1508.74834545,107.761424629,596.833867711,0.0,243.2593065,302.612436532,410.616681168,318.734868451,56.6466996096,35.2351131069
 01/09  17:00:00,1527.50832571,108.84565554,609.194094115,0.0,243.2593065,310.10971186,415.355277153,312.827052384,84.9700494144,17.5581753545
 01/09  18:00:00,1536.09212437,109.152255148,605.681115746,0.0,243.2593065,310.10971186,429.370182267,326.97559716,84.9700494144,17.424535693
 01/09  19:00:00,1287.91778382,97.4147113599,629.66222864,0.0,166.938926447,199.110933808,419.114288937,325.442945941,84.9700494144,8.70129358139
 01/09  20:00:00,1295.23929656,97.4147113599,640.31526189,0.0,166.938926447,191.61365848,408.464390094,334.433280165,56.6466996096,17.3844103191
 01/09  21:00:00,1167.77712099,97.4147113599,643.154403741,0.0,100.150657288,124.558693486,446.020210572,380.672940122,56.6466996096,8.70057084014
 01/09  22:00:00,1120.66580296,97.4147113599,642.327281274,0.0,100.150657288,124.558693486,451.466405269,391.631235313,42.4850247072,17.3501452496
 01/09  23:00:00,1050.23158554,97.4147113599,644.194927907,0.0,46.0930336215,124.558693486,451.998648013,414.991186418,28.3233498048,8.68411179077
 01/09  24:00:00,1053.14739267,97.4147113599,646.29156106,0.0,46.0930336215,124.558693486,449.021321823,426.176222624,14.1616749024,8.6834242962
 01/10  01:00:00,1040.72225706,97.4147113599,646.416252101,0.0,46.0930336215,113.312780494,449.743019506,435.395564495,5.66466996096,8.68278504949
 01/10  02:00:00,1040.29551405,97.4147113599,646.235547697,0.0,46.0930336215,113.312780494,459.777809827,445.429021816,5.66466996096,8.68411805054
 01/10  03:00:00,1038.43625187,97.4147113599,641.239568873,0.0,46.0930336215,113.312780494,477.17223094,454.161351304,5.66466996096,17.3462096743
 01/10  04:00:00,1037.82425239,97.4147113599,634.757259343,0.0,46.0930336215,113.312780494,475.249202518,460.900428043,5.66466996096,8.68410451385
 01/10  05:00:00,1123.12311675,97.4147113599,635.518051586,0.0,100.150657288,148.969399434,460.284298047,445.936207657,5.66466996096,8.68342042837
 01/10  06:00:00,1129.12144996,97.6420810584,640.849955686,0.0,100.150657288,149.894399434,675.211460943,652.367015232,14.1616749024,8.68277080785
 01/10  07:00:00,1362.87815035,100.743894428,643.552077127,0.0,176.471037341,302.612436532,532.14661629,495.139168732,28.3233498048,8.68409775315
 01/10  08:00:00,1475.30862095,103.140262192,646.24565196,0.0,243.2593065,310.10971186,513.190375559,453.238935881,42.4850247072,17.4664149703
 01/10  09:00:00,1508.27964521,104.450114927,636.162392873,0.0,243.2593065,310.10971186,503.904789719,420.975088597,56.6466996096,26.2830015124
 01/10  10:00:00,1530.94918717,105.520365162,623.943596443,0.0,243.2593065,302.612436532,470.014562527,401.171917595,42.4850247072,26.357620225
 01/10  11:00:00,1525.2913521,106.549067921,608.763480094,0.0,243.2593065,310.10971186,475.57062172,378.29285438,70.808374512,26.4693928279
 01/10  12:00:00,1513.02295515,107.658869191,592.91687885,0.0,243.2593065,310.10971186,459.970085419,362.658557872,70.808374512,26.5031530355
 01/10  13:00:00,1463.26299713,108.806884415,582.727266035,0.0,243.2593065,310.10971186,445.064055679,347.850676388,70.808374512,26.4050047784
 01/10  14:00:00,1497.80095729,109.773887808,582.831506738,0.0,243.2593065,302.612436532,426.856122294,334.878379916,56.6466996096,35.3310427684
 01/10  15:00:00,1491.32978456,111.012566201,574.357991296,0.0,243.2593065,302.612436532,388.586145931,319.630301054,42.4850247072,26.4708201701
 01/10  16:00:00,1483.45226121,111.727290724,564.894467438,0.0,243.2593065,302.612436532,396.731448955,313.652691646,56.6466996096,26.4320576987
 01/10  17:00:00,1489.74591682,112.473717103,563.537519948,0.0,243.2593065,310.10971186,418.448649031,307.150846129,84.9700494144,26.327753488
 01/10  18:00:00,1500.44864188,112.671514649,566.395980331,0.0,243.2593065,310.10971186,410.461548691,316.766817909,84.9700494144,8.72468136807
 01/10  19:00:00,1256.90666934,97.4147113599,597.077931302,0.0,166.938926447,199.110933808,422.478389942,320.123549025,84.9700494144,17.3847915025
 01/10  20:00:00,1256.45450166,97.4147113599,604.315771908,0.0,166.938926447,191.61365848,392.680928719,327.333948262,56.6466996096,8.70028084764
 01/10  21:00:00,1128.76366121,97.4147113599,610.912858981,0.0,100.150657288,124.558693486,445.399426133,371.369092203,56.6466996096,17.3836343205
 01/10  22:00:00,1100.76546251,97.4147113599,623.099693749,0.0,100.150657288,124.558693486,434.81901865,383.648561125,42.4850247072,8.68543281781
 01/10  23:00:00,1041.81359853,97.4147113599,631.875396227,0.0,46.0930336215,124.558693486,444.342638948,407.336507741,28.3233498048,8.68278140176
 01/10  24:00:00,1049.56697441,97.4147113599,639.279583336,0.0,46.0930336215,124.558693486,441.223779657,418.377995927,14.1616749024,8.68410882744
 01/11  01:00:00,1041.36820367,97.4147113599,643.833919372,0.0,46.0930336215,113.312780494,449.935144408,426.923098778,5.66466996096,17.3473756687
 01/11  02:00:00,1043.84063094,97.4147113599,646.516051489,0.0,46.0930336215,113.312780494,449.817208689,435.468425185,5.66466996096,8.68411354338
 01/11  03:00:00,1044.83208489,97.4147113599,647.584004256,0.0,46.0930336215,113.312780494,457.473374176,443.125269416,5.66466996096,8.68343479889
 01/11  04:00:00,1050.25234876,97.4147113599,653.379875119,0.0,46.0930336215,113.312780494,464.729294158,450.381843882,5.66466996096,8.68278031481
 01/11  05:00:00,1142.6832638,97.4147113599,655.625748852,0.0,100.150657288,148.969399434,451.402425938,437.053646457,5.66466996096,8.68410951929
 01/11  06:00:00,1135.2816841,98.2590766966,645.757182602,0.0,100.150657288,149.894399434,638.189577035,606.680265826,14.1616749024,17.3476363058
 01/11  07:00:00,1359.569236,102.092960982,637.036418959,0.0,176.471037341,302.612436532,503.749056149,466.741606755,28.3233498048,8.68409958969
 01/11  08:00:00,1456.4326651,105.123792252,622.366893595,0.0,243.2593065,310.10971186,485.163750205,425.213602329,42.4850247072,17.4651231692
 01/11  09:00:00,1478.51887002,106.341885936,600.793564317,0.0,243.2593065,310.10971186,469.763059368,395.587389073,56.6466996096,17.5289706851
 01/11  10:00:00,1492.82588634,107.43687481,579.135637724,0.0,243.2593065,302.612436532,441.298761504,372.457457802,42.4850247072,26.3562789946
 01/11  11:00:00,1496.07997347,108.520901444,573.419246148,0.0,243.2593065,310.10971186,449.163580809,351.887758168,70.808374512,26.4674481289
 01/11  12:00:00,1496.92581895,109.613891798,572.299732936,0.0,243.2593065,310.10971186,446.875222678,340.735153861,70.808374512,35.3316943051
 01/11  13:00:00,1454.94306769,110.684461444,571.19004133,0.0,243.2593065,310.10971186,428.870428745,331.658836243,70.808374512,26.4032179902
 01/11  14:00:00,1481.45901325,111.789021483,562.598996568,0.0,243.2593065,302.612436532,400.026516669,316.86959228,56.6466996096,26.5102247799
 01/11  15:00:00,1477.54947107,112.436085165,557.561018163,0.0,243.2593065,302.612436532,377.847325009,308.89321159,42.4850247072,26.4690887114
 01/11  16:00:00,1478.45569455,113.13795977,557.707015747,0.0,243.2593065,302.612436532,387.800950068,304.724517701,56.6466996096,26.4297327571
 01/11  17:00:00,1492.92520492,113.73636619,565.568106949,0.0,243.2593065,310.10971186,415.247507897,303.9459257,84.9700494144,26.3315327826
 01/11  18:00:00,1503.92745329,114.023833062,568.977180161,0.0,243.2593065,310.10971186,413.023097975,310.62488841,84.9700494144,17.42816015
 01/11  19:00:00,1259.60548207,97.4147113599,600.309405618,0.0,166.938926447,199.110933808,409.502711624,315.830050111,84.9700494144,8.70261209876
 01/11  20:00:00,1260.34822644,97.4147113599,607.981239125,0.0,166.938926447,191.61365848,398.188957521,324.160391604,56.6466996096,17.3818663076
 01/11  21:00:00,1130.89066968,97.4147113599,612.699513829,0.0,100.150657288,124.558693486,432.371936872,367.023413992,56.6466996096,8.70182327015
 01/11  22:00:00,1089.19970274,97.4147113599,610.488972949,0.0,100.150657288,124.558693486,427.138117631,375.966884646,42.4850247072,8.68620827715
 01/11  23:00:00,1021.51358121,97.4147113599,610.463211733,0.0,46.0930336215,124.558693486,442.444608459,396.774772321,28.3233498048,17.3464863334
 01/11  24:00:00,1029.1135981,97.4147113599,617.555771356,0.0,46.0930336215,124.558693486,431.415208635,408.569282007,14.1616749024,8.6842517257
 01/12  01:00:00,1023.88448893,97.4147113599,624.986185488,0.0,46.0930336215,113.312780494,432.660759382,418.312511629,5.66466996096,8.68357779212
 01/12  02:00:00,1028.64953978,97.4147113599,630.061388895,0.0,46.0930336215,113.312780494,441.314004113,426.966413955,5.66466996096,8.68292019702
 01/12  03:00:00,1030.98125578,97.4147113599,632.552659225,0.0,46.0930336215,113.312780494,448.470071931,434.121137616,5.66466996096,8.68426435462
 01/12  04:00:00,1024.06113434,97.4147113599,625.224737158,0.0,46.0930336215,113.312780494,461.364001732,438.352840522,5.66466996096,17.3464912493
 01/12  05:00:00,1112.36347445,97.4147113599,622.932597494,0.0,100.150657288,148.969399434,438.596363441,424.24743345,5.66466996096,8.68426003005
 01/12  06:00:00,1109.89953965,98.5148645227,617.92668302,0.0,100.150657288,149.894399434,599.862240784,577.016989666,14.1616749024,8.68357621544
 01/12  07:00:00,1334.4627904,102.923072003,608.842994784,0.0,176.471037341,302.612436532,482.003250034,444.99697956,28.3233498048,8.68292066943
 01/12  08:00:00,1425.68613698,106.093540925,587.934028551,0.0,243.2593065,310.10971186,460.052837637,400.101747866,42.4850247072,17.4660650646
 01/12  09:00:00,1446.31418135,107.464227952,564.573306322,0.0,243.2593065,310.10971186,446.011505483,363.081032111,56.6466996096,26.2837737621
 01/12  10:00:00,1467.84126825,108.771214252,550.552545689,0.0,243.2593065,302.612436532,398.129966594,338.066909998,42.4850247072,17.5780318879
 01/12  11:00:00,1472.15384814,109.974617199,545.826098255,0.0,243.2593065,310.10971186,429.310431897,323.217274772,70.808374512,35.284782613
 01/12  12:00:00,1465.20364759,111.23280208,535.987825324,0.0,243.2593065,310.10971186,404.964107026,307.644706391,70.808374512,26.5110261227
 01/12  13:00:00,1417.90325942,112.462707337,529.778385728,0.0,243.2593065,310.10971186,392.513669066,295.303338965,70.808374512,26.4019555893
 01/12  14:00:00,1453.27262745,113.917733732,530.366394385,0.0,243.2593065,302.612436532,361.787513593,278.638994933,56.6466996096,26.5018190503
 01/12  15:00:00,1457.37811525,115.277190415,532.722852061,0.0,243.2593065,302.612436532,343.375006771,265.603760095,42.4850247072,35.2862219692
 01/12  16:00:00,1459.57565418,117.130210035,532.819974005,0.0,243.2593065,302.612436532,339.075588392,255.994870454,56.6466996096,26.4340183285
 01/12  17:00:00,1466.06184708,118.360454919,531.456295858,0.0,243.2593065,310.10971186,356.224000916,253.692269719,84.9700494144,17.5616817829
 01/12  18:00:00,1474.24395135,118.134868823,532.063287763,0.0,243.2593065,310.10971186,368.69285958,266.294846026,84.9700494144,17.4279641394
 01/12  19:00:00,1222.23601845,97.4189225486,559.724527362,0.0,166.938926447,199.110933808,374.583339886,272.23107585,84.9700494144,17.3822146215
 01/12  20:00:00,1223.37905647,97.4391933124,567.834275543,0.0,166.938926447,191.61365848,345.882979387,280.534596878,56.6466996096,8.70168290029
 01/12  21:00:00,1079.23057723,97.4286227399,556.758614125,0.0,100.150657288,124.558693486,393.740565689,319.711157305,56.6466996096,17.3827087744
 01/12  22:00:00,1034.662724,97.4241322751,551.290902435,0.0,100.150657288,124.558693486,380.000811141,328.829304378,42.4850247072,8.68648205555
 01/12  23:00:00,971.243504991,97.4147113599,555.858739044,0.0,46.0930336215,124.558693486,389.006590553,351.999494715,28.3233498048,8.68374603312
 01/12  24:00:00,977.108731084,97.4147113599,561.317495107,0.0,46.0930336215,124.558693486,386.440401733,363.595643497,14.1616749024,8.68308333348
 01/13  01:00:00,969.81625117,97.4147113599,566.80422985,0.0,46.0930336215,113.312780494,387.704046035,373.354914949,5.66466996096,8.68446112502
 01/13  02:00:00,975.678107187,97.4147113599,573.14573393,0.0,46.0930336215,113.312780494,405.994098392,382.982570909,5.66466996096,17.3468575213
 01/13  03:00:00,977.460803873,97.4147113599,575.110682699,0.0,46.0930336215,113.312780494,404.049482036,389.700350927,5.66466996096,8.68446114861
 01/13  04:00:00,966.8915302,97.4147113599,563.780102589,0.0,46.0930336215,113.312780494,406.893310949,392.544881603,5.66466996096,8.68375938494
 01/13  05:00:00,1065.11328725,97.4147113599,568.533425537,0.0,100.150657288,148.969399434,394.564740498,380.216973369,5.66466996096,8.68309716825
 01/13  06:00:00,1066.71023277,99.5190976029,567.640587778,0.0,100.150657288,149.894399434,520.815905759,497.969762756,14.1616749024,8.68446810018
 01/13  07:00:00,1288.32981331,104.240851336,556.345101615,0.0,176.471037341,302.612436532,427.040525181,381.370168055,28.3233498048,17.3470073216
 01/13  08:00:00,1387.1656712,108.056541126,544.036263825,0.0,243.2593065,310.10971186,404.954892654,345.006676823,42.4850247072,17.4631911236
 01/13  09:00:00,1420.38313472,109.820828471,534.028435672,0.0,243.2593065,310.10971186,390.444835255,316.267102045,56.6466996096,17.5310336004
 01/13  10:00:00,1442.66320385,111.060819257,523.037459776,0.0,243.2593065,302.612436532,362.91885672,294.075667628,42.4850247072,26.3581643846
 01/13  11:00:00,1439.42924425,112.439729884,512.388299084,0.0,243.2593065,310.10971186,367.038887515,269.760400606,70.808374512,26.4701123965
 01/13  12:00:00,1441.2321251,113.791606578,511.360117578,0.0,243.2593065,310.10971186,339.855820414,242.544699265,70.808374512,26.502746637
 01/13  13:00:00,1401.88508957,115.271535607,510.389189659,0.0,243.2593065,310.10971186,314.025281764,216.81138127,70.808374512,26.4055259815
 01/13  14:00:00,1436.25003988,116.792845084,509.05618315,0.0,243.2593065,302.612436532,295.425195834,203.43949918,56.6466996096,35.3389970436
 01/13  15:00:00,1439.26683281,119.196974782,508.768065079,0.0,243.2593065,302.612436532,256.258991832,187.30691558,42.4850247072,26.4670515445
 01/13  16:00:00,1440.87742282,120.723715694,508.418429631,0.0,243.2593065,302.612436532,262.127044087,179.047615691,56.6466996096,26.4327287867
 01/13  17:00:00,1447.02698344,121.1678222,507.815281781,0.0,243.2593065,310.10971186,293.846394931,182.547625707,84.9700494144,26.3287198096
 01/13  18:00:00,1449.43321258,120.804565353,507.30190913,0.0,243.2593065,310.10971186,297.377277592,194.980881765,84.9700494144,17.4263464127
